Date,Open,High,Low,Close
2023-09-20,0.7438981533050537,0.7465193271636963,0.7427157759666443,0.7438981533050537
2023-09-21,0.7420214414596558,0.742390513420105,0.7395246028900146,0.7420214414596558
2023-09-22,0.7419773936271667,0.7449066638946533,0.7416911721229553,0.7419773936271667
2023-09-25,0.7420048713684082,0.743267834186554,0.7412183880805969,0.7420048713684082
2023-09-26,0.7434723377227783,0.7436603307723999,0.73991858959198,0.7434723377227783
2023-09-27,0.7396668791770935,0.7406364679336548,0.738737940788269,0.7396668791770935
2023-09-28,0.7406858801841736,0.7421755790710449,0.7400007843971252,0.7406858801841736
2023-09-29,0.7412348985671997,0.7453064322471619,0.7386506795883179,0.7412348985671997
2023-10-02,0.7367187738418579,0.7373543977737427,0.7312614321708679,0.7367187738418579
2023-10-03,0.7311919331550598,0.7311010360717773,0.7280881404876709,0.7311919331550598
2023-10-04,0.7294424772262573,0.7303908467292786,0.7258000373840332,0.7294424772262573
2023-10-05,0.7275795936584473,0.7294477820396423,0.7254841327667236,0.7275795936584473
2023-10-06,0.7296234965324402,0.73250412940979,0.7281942367553711,0.7296234965324402
2023-10-09,0.7320054769515991,0.7346027493476868,0.7312667369842529,0.7320054769515991
2023-10-10,0.7363499402999878,0.7369413375854492,0.7344785928726196,0.7363499402999878
2023-10-11,0.7361818552017212,0.7368165254592896,0.7342790961265564,0.7361818552017212
2023-10-12,0.7355915904045105,0.736485481262207,0.7317269444465637,0.7355915904045105
2023-10-13,0.7307911515235901,0.7332990765571594,0.7305455803871155,0.7307911515235901
2023-10-16,0.7329068183898926,0.7346243262290955,0.7323485612869263,0.7329068183898926
2023-10-17,0.734516441822052,0.7347484827041626,0.7298257946968079,0.734516441822052
2023-10-18,0.7324396967887878,0.7343329787254333,0.7300389409065247,0.7324396967887878
2023-10-19,0.7291924953460693,0.729804515838623,0.7278285026550293,0.7291924953460693
2023-10-20,0.7291126847267151,0.7314593195915222,0.728146493434906,0.7291126847267151
2023-10-23,0.7297672033309937,0.7312079668045044,0.7280086874961853,0.7297672033309937
2023-10-24,0.7305402159690857,0.7319786548614502,0.727077066898346,0.7305402159690857
2023-10-25,0.7277172803878784,0.7283214926719666,0.7242283225059509,0.7277172803878784
2023-10-26,0.7244853973388672,0.7251894474029541,0.7226947546005249,0.7244853973388672
2023-10-27,0.7239032983779907,0.7249003052711487,0.7211053371429443,0.7239032983779907
2023-10-30,0.7213237881660461,0.7238456606864929,0.7211937308311462,0.7213237881660461
2023-10-31,0.7231390476226807,0.723908543586731,0.7202483415603638,0.7231390476226807
2023-11-01,0.7206376194953918,0.7224180698394775,0.7198646664619446,0.7206376194953918
2023-11-02,0.7228358387947083,0.7262322306632996,0.721959114074707,0.7228358387947083
2023-11-03,0.7274314761161804,0.7317483425140381,0.7267600297927856,0.7274314761161804
2023-11-06,0.7320322394371033,0.7337295413017273,0.7308178544044495,0.7320322394371033
2023-11-07,0.7300708889961243,0.7303534746170044,0.7260476350784302,0.7300708889961243
2023-11-08,0.726295530796051,0.7270084023475647,0.7244381904602051,0.726295530796051
2023-11-09,0.7249948978424072,0.7274208664894104,0.7243070006370544,0.7249948978424072
